Country,RAM Capacity (Mb),Storage (Mb),Mass (grams),Pixel Density (per inch)
0,0.031220435,0.001047635,0.020474138,0.245078243
0,0.031220435,0.000523305,0.023706897,0.17617365
0,0.031220435,0.000523305,0.023706897,0.17617365
0,0.031220435,0.001047635,0.049568966,0.17617365
0,0.003875851,0.000523305,0.008405172,0.199899041
0,0.062471389,0.001047635,0.020474138,0.245078243
1,0.062471389,0.002096294,0.038793103,0.358909642
0,0.031220435,0.002096294,0.02262931,0.244068652
0,0.031220435,0.000523305,0.023706897,0.17617365
0,0.031220435,0.002096294,0.023060345,0.17617365
0,0.031220435,0.002096294,0.023060345,0.433619384
6,0.031220435,0.004193611,0.023060345,0.17617365
1,0.031220435,0.002096294,0.048491379,0.448510853
0,0.031220435,0.001047635,0.01012931,0.350832913
0,0.031220435,0.001047635,0.028017241,0.254164563
3,0.031220435,0.002096294,0.08512931,0.15345785
1,0.031220435,0.002096294,0.049568966,0.433619384
1,0.031220435,0.002096294,0.049568966,0.433619384
1,0.031220435,0.002096294,0.049568966,0.433619384
1,0.031220435,0.002096294,0.048491379,0.448510853
3,0.031220435,0.002096294,0.181034483,0.22387683
3,0.031220435,0.002096294,0.224137931,0.22387683
3,0.031220435,0.002096294,0.224137931,0.22387683
0,0.031220435,0.001047635,0.02262931,0.170620899
0,0.031220435,0.002096294,0.0225,0.17617365
0,0.031220435,0.002096294,0.0225,0.17617365
0,0.031220435,0.003144952,0.0225,0.17617365
0,0.015594958,0.001047635,0.014008621,0.17617365
0,0.031220435,0.002096294,0.023275862,0.254164563
0,0.031220435,0.001047635,0.009913793,0.337708228
0,0.031220435,0.001047635,0.010021552,0.337708228
3,0.062471389,0.001047635,0.109482759,0.152195861
0,0.015594958,0.00078547,0.021551724,0.223119637
0,0.015594958,0.001047635,0.023060345,0.210499748
1,0.031220435,0.002096294,0.048491379,0.448510853
0,0.031220435,0.001047635,0.019396552,0.245078243
0,0.031220435,0.001047635,0.009913793,0.337708228
0,0.00778222,0.000523305,0.007758621,0.092125189
0,0.001922666,0.000523305,0.012931034,0.279151943
0,0.015594958,0.001047635,0.007974138,0.273599192
0,0.015594958,0.001047635,0.008189655,0.210499748
0,0.031220435,0.002096294,0.027155172,0.244068652
1,0.031220435,0.002096294,0.048491379,0.448510853
0,0.031220435,0.002096294,0.027155172,0.17617365
0,0.031220435,0.002096294,0.027155172,0.176426047
1,0.031220435,0.002096294,0.074784483,0.464159515
0,0.031220435,0.000523305,0.029956897,0.225391217
3,0.015594958,0.000392223,0.256465517,0.22387683
0,0.031220435,0.001047635,0.009913793,0.337708228
0,0.031220435,0.001047635,0.010021552,0.337708228
0,0.031220435,0.001047635,0.021551724,0.17617365
0,0.031220435,0.000523305,0.022844828,0.17617365
0,0.015594958,0.001047635,0.008189655,0.210499748
0,0.015594958,0.001047635,0.024353448,0.208480565
0,0.031220435,0.002096294,0.023491379,0.254164563
0,0.031220435,0.002096294,0.023491379,0.254164563
0,0.031220435,0.001047635,0.009698276,0.337708228
0,0.031220435,0.002096294,0.023491379,0.254164563
1,0.031220435,0.002096294,0.048491379,0.448510853
0,0.031220435,0.001047635,0.010021552,0.337708228
0,0.031220435,0.001047635,0.009913793,0.337708228
1,0.031220435,0.002096294,0.048491379,0.448510853
0,0.031220435,0.002096294,0.023491379,0.254164563
0,0.00778222,0.001047635,0.015732759,0.279151943
0,0.00778222,0.001047635,0.015948276,0.276375568
0,0.031220435,0.001047635,0.021982759,0.345784957
0,0.031220435,0.001047635,0.01012931,0.214033317
0,0.031220435,0.002096294,0.02262931,0.244068652
1,0.031220435,0.001047635,0.016163793,0.433619384
1,0.031220435,0.002096294,0.016163793,0.433619384
0,0.031220435,0.002096294,0.018965517,0.244068652
0,0.031220435,0.002096294,0.014224138,0.244068652
0,0.031220435,0.002096294,0.021551724,0.17617365
0,0.031220435,0.001047635,0.01012931,0.350832913
0,0.031220435,0.002096294,0.018318966,0.244068652
3,0.031220435,0.001047635,0.11875,0.176426047
0,0.00778222,0.00078547,0.019396552,0.276375568
0,0.031220435,0.001047635,0.01012931,0.350832913
0,0.031220435,0.002096294,0.018318966,0.244068652
0,0.031220435,0.002096294,0.014224138,0.244068652
0,0.031220435,0.000523305,0.013146552,0.400807673
3,0.031220435,0.001047635,0.079310345,0.177940434
3,0.015594958,0.001047635,0.06875,0.177940434
0,0.031220435,0.000523305,0.024784483,0.17617365
0,0.031220435,0.002096294,0.019396552,0.244068652
0,0.031220435,0.001047635,0.025646552,0.244573448
3,0.062471389,0.002096294,0.096336207,0.17617365
3,0.062471389,0.002096294,0.096336207,0.17617365
0,0.031220435,0.002096294,0.009913793,0.337708228
0,0.031220435,0.002096294,0.008405172,0.345784957
3,0.062471389,0.002096294,0.224137931,0.15345785
3,0.062471389,0.002096294,0.224137931,0.15345785
3,0.062471389,0.002096294,0.256465517,0.168096921
3,0.062471389,0.002096294,0.256465517,0.168096921
0,0.031220435,0.002096294,0.023275862,0.254164563
0,0.031220435,0.002096294,0.023275862,0.254164563
0,0.031220435,0.001047635,0.024137931,0.17617365
0,0.031220435,0.001047635,0.024137931,0.17617365
0,0.015594958,0.001047635,0.023060345,0.210499748
0,0.031220435,0.001047635,0.037068966,0.17617365
0,0.031220435,0.002096294,0.017241379,0.259464917
0,0.031220435,0.001047635,0.028017241,0.17617365
0,0.00778222,0.001047635,0.015948276,0.276375568
0,0.031220435,0.001047635,0.025646552,0.244068652
0,0.031220435,0.002096294,0.059482759,0.17617365
0,0.031220435,0.002096294,0.054741379,0.17617365
0,0.031220435,0.008388246,0.028017241,0.17617365
0,0.031220435,0.000523305,0.033405172,0.234729934
0,0.031220435,0.001047635,0.028017241,0.17617365
0,0.031220435,0.008388246,0.023706897,0.17617365
0,0.031220435,0.002096294,0.023706897,0.244068652
0,0.031220435,0.002096294,0.027155172,0.244068652
0,0.015594958,0.002096294,0.009913793,0.337708228
0,0.015594958,0.001047635,0.009913793,0.337708228
0,0.031220435,0.002096294,0.023275862,0.254164563
0,0.031220435,0.002096294,0.031034483,0.17617365
3,0.062471389,0.008388246,0.058189655,0.249116608
3,0.062471389,0.008388246,0.058189655,0.249116608
1,0.031220435,0.002096294,0.048491379,0.448510853
0,0.031220435,0.001047635,0.02737069,0.244068652
0,0.031220435,0.002096294,0.018965517,0.244068652
0,0.031220435,0.002096294,0.014224138,0.244068652
3,0.062471389,0.001047635,0.138793103,0.152195861
0,0.031220435,0.002096294,0.018965517,0.259464917
0,0.031220435,0.002096294,0.014224138,0.244068652
1,0.031220435,0.002096294,0.034051724,0.433619384
0,0.031220435,0.062079576,0.011206897,0.276375568
0,0.031220435,0.002096294,0.023491379,0.254164563
0,0.031220435,0.002096294,0.023491379,0.254164563
0,0.031220435,0.001047635,0.01012931,0.337708228
0,0.031220435,0.008388246,0.023706897,0.17617365
0,0.031220435,0.002096294,0.019396552,0.244068652
0,0.031220435,0.001047635,0.02737069,0.244068652
0,0.031220435,0.001047635,0.017887931,0.463149924
1,0.031220435,0.002096294,0.023275862,0.464159515
1,0.031220435,0.002096294,0.021551724,0.464159515
0,0.031220435,0.001047635,0.015086207,0.308430086
1,0.031220435,0.001047635,0.089224138,0.416708733
0,0.031220435,0.002096294,0.018965517,0.259464917
0,0.031220435,0.001047635,0.023706897,0.17617365
0,0.031220435,0.001047635,0.013362069,0.315244826
0,0.023407697,0.000523305,0.011853448,0.208480565
0,0.031220435,0.002096294,0.018965517,0.244068652
0,0.031220435,0.002096294,0.023275862,0.254164563
0,0.031220435,0.002096294,0.018965517,0.244068652
0,0.031220435,0.002096294,0.020474138,0.315244826
0,0.015594958,0.002096294,0.009913793,0.337708228
0,0.031220435,0.002096294,0.019396552,0.244068652
0,0.031220435,0.002096294,0.022413793,0.244068652
0,0.031220435,0.000523305,0.019396552,0.17617365
0,0.031220435,0.001047635,0.023706897,0.17617365
0,0.031220435,0.002096294,0.024784483,0.170620899
0,0.031220435,0.002096294,0.025743534,0.170620899
0,0.031220435,0.002096294,0.01875,0.244068652
0,0.031220435,0.001047635,0.025862069,0.172892479
0,0.031220435,0.002096294,0.018965517,0.244068652
0,0.031220435,0.000523305,0.013146552,0.400807673
1,0.031220435,0.002096294,0.048491379,0.448510853
0,0.031220435,0.002096294,0.010344828,0.308430086
0,0.031220435,0.001047635,0.008405172,0.345784957
0,0.031220435,0.002096294,0.017241379,0.262241292
0,0.031220435,0.001047635,0.020043103,0.291771832
0,0.031220435,0.001047635,0.010775862,0.259464917
0,0.031220435,0.016777517,0.024568966,0.17617365
0,0.031220435,0.016777517,0.024568966,0.17617365
0,0.031220435,0.031878203,0.010775862,0.17617365
0,0.031220435,0.002096294,0.023706897,0.17617365
3,0.062471389,0.002096294,0.106465517,0.17617365
3,0.062471389,0.002096294,0.106465517,0.17617365
0,0.031220435,0.002096294,0.017241379,0.259464917
0,0.031220435,0.001047635,0.009913793,0.337708228
0,0.00778222,0.001047635,0.017198276,0.276375568
0,0.031220435,0.002096294,0.01875,0.244068652
0,0.031220435,0.002096294,0.017241379,0.244068652
0,0.031220435,0.001047635,0.015086207,0.176426047
0,0.031220435,0.001047635,0.015086207,0.176426047
0,0.031220435,0.002096294,0.018965517,0.244068652
0,0.031220435,0.002096294,0.028232759,0.244068652
0,0.031220435,0.001047635,0.006465517,0.345784957
0,0.031220435,0.001047635,0.034482759,0.17617365
0,0.031220435,0.002096294,0.027155172,0.17617365
0,0.031220435,0.002096294,0.02262931,0.244068652
0,0.031220435,0.004193611,0.024568966,0.244068652
1,0.031220435,0.002096294,0.038793103,0.464159515
1,0.031220435,0.002096294,0.038793103,0.464159515
0,0.031220435,0.002096294,0.017241379,0.262241292
0,0.031220435,0.002096294,0.025,0.254164563
0,0.031220435,0.001047635,0.008405172,0.345784957
0,0.031220435,0.002096294,0.023706897,0.17617365
0,0.023407697,0.001309799,0.011853448,0.400807673
0,0.031220435,0.000523305,0.030172414,0.17617365
0,0.031220435,0.00078547,0.013793103,0.308430086
0,0.031220435,0.002096294,0.011853448,0.412670369
0,0.031220435,0.002096294,0.011206897,0.276375568
0,0.031220435,0.000523305,0.025431034,0.17617365
0,0.031220435,0.031878203,0.00862069,0.337708228
0,0.031220435,0.001047635,0.020043103,0.291771832
0,0.031220435,0.002096294,0.018965517,0.244068652
0,0.031220435,0.001047635,0.028017241,0.17617365
0,0.031220435,0.002096294,0.014655172,0.345784957
0,0.031220435,0.002096294,0.011853448,0.345784957
0,0.031220435,0.002096294,0.025,0.254164563
0,0.031220435,0.002096294,0.011853448,0.345784957
0,0.031220435,0.000523305,0.047413793,0.209490156
0,0.062471389,0.001047635,0.040948276,0.17617365
0,0.031220435,0.002096294,0.025862069,0.308430086
0,0.031220435,0.002096294,0.025,0.254164563
0,0.031220435,0.002096294,0.025,0.254164563
0,0.031220435,0.001047635,0.008405172,0.345784957
